# test:492
نوازندگی	O	O	O
خواهند	O	O	O
کرد	O	O	O
.	O	O	O

# test:1059
جایگاه	O	O	O
بین‌المللی	O	O	O
اسرائیل	B-LOC	B-LOC	B-LOC
نزول	O	O	O
کرده	O	O	O
است	O	O	O
.	O	O	O

# test:1394
امروز	O	B-DAT	B-DAT	*
ما	O	O	O
هر	O	O	O
چقدر	O	O	O
در	O	O	O
عرصهٔ	O	O	O
این	O	O	O
انقلاب	O	O	O
گسترش	O	O	O
پیدا	O	O	O
می‌کنیم	O	O	O
،	O	O	O
بر	O	O	O
دشمنان	O	O	O
ما	O	O	O
در	O	O	O
کرهٔ	O	O	O
خاکی	O	O	O
افزوده	O	O	O
می‌شود	O	O	O
.	O	O	O

# test:792
دانشکدهٔ	B-ORG	B-ORG	B-ORG
هنر	I-ORG	I-ORG	I-ORG
و	I-ORG	I-ORG	I-ORG
معماری	I-ORG	I-ORG	I-ORG
از	O	O	O
ساختمان	O	O	O
قدیم	O	O	O
دانشکده	O	O	O
واقع	O	O	O
در	O	O	O
نیاوران	B-LOC	B-LOC	B-LOC
به	O	O	O
محل	O	O	O
جدید	O	O	O
دانشکده	O	O	O
واقع	O	O	O
در	O	O	O
کوچهٔ	B-LOC	B-LOC	B-LOC
آفتاب	I-LOC	I-LOC	I-LOC
نقل	O	O	O
مکان	O	O	O
داده	O	O	O
شد	O	O	O
.	O	O	O

# test:198
پرویز	B-PER	B-PER	B-PER
شاپور	I-PER	I-PER	I-PER
به	O	O	O
یک	O	O	O
موضوع	O	O	O
پیله	O	O	O
می‌کرد	O	O	O
و	O	O	O
می‌نوشت	O	O	O
.	O	O	O

# test:350
در	O	O	O
آن	O	O	O
سال‌ها	O	O	O
مردم	O	O	O
بریتانیا	B-LOC	B-LOC	B-LOC
در	O	O	O
سطح	O	O	O
بی‌سابقه‌ای	O	O	O
از	O	O	O
بانک‌ها	O	O	O
وام	O	O	O
می‌گرفتند	O	O	O
و	O	O	O
به	O	O	O
شکل	O	O	O
بی‌مهاری	O	O	O
پول	O	O	O
خرج	O	O	O
می‌کردند	O	O	O
.	O	O	O

# test:1079
از	O	O	O
مشکلات	O	O	O
رباعیات	O	O	O
خیام	O	B-PER	B-PER	*
اختلاف	O	O	O
نسخه‌ها	O	O	O
ست	O	O	O
که	O	O	O
محقق	O	O	O
دانمارکی	O	O	O
آرتور	B-PER	B-PER	B-PER
کریستنسن	I-PER	I-PER	I-PER
ذیل	O	O	O
121	O	O	O
رباعی	O	O	O
منسوب	O	O	O
به	O	O	O
او	O	O	O
و	O	O	O
جلال‌الدین	B-PER	B-PER	B-PER
همایی	I-PER	I-PER	I-PER
ذیل	O	O	O
559	O	O	O
رباعی	O	O	O
نسخهٔ	O	O	O
بدل	O	O	O
یادداشت	O	O	O
کرده	O	O	O
است	O	O	O
.	O	O	O

# test:1193
ترکیه	B-LOC	B-LOC	B-LOC
اسناد	O	O	O
کرکوک	B-LOC	B-LOC	B-LOC
و	O	O	O
موصل	B-LOC	B-LOC	B-LOC
را	O	O	O
نسخه‌برداری	O	O	O
کرده	O	O	O
است	O	O	O
.	O	O	O

# test:514
گالیا	O	B-PER	B-PER	*
خواب	O	O	O
دیده	O	O	O
است	O	O	O
که	O	O	O
روزی	O	O	O
شنا	O	O	O
می‌کند	O	O	O
و	O	O	O
در	O	O	O
آب	O	O	O
غرق	O	O	O
می‌شود	O	O	O
.	O	O	O

# test:167
شبکهٔ	B-ORG	B-ORG	B-ORG
نمایش	I-ORG	I-ORG	I-ORG
سیما	I-ORG	I-ORG	I-ORG
از	B-DAT	O	O	*
شنبه	I-DAT	B-DAT	B-DAT	*
24	I-DAT	I-DAT	I-DAT
دی‌ماه	I-DAT	I-DAT	I-DAT
90	I-DAT	I-DAT	I-DAT
هر	O	O	O
شب	O	O	O
ساعت	O	O	O
21	O	O	O
فیلم‌های	O	O	O
استاد	O	O	O
بزرگ	O	O	O
هنرهای	O	O	O
رزمی	O	O	O
بروسلی	B-PER	B-PER	B-PER
را	O	O	O
مرور	O	O	O
خواهد	O	O	O
کرد	O	O	O
.	O	O	O

# test:390
پوست	O	O	O
همهٔ	O	O	O
جانوران	O	O	O
را	O	O	O
می‌توان	O	O	O
دباغی	O	O	O
کرد	O	O	O
.	O	O	O

# test:714
یک	O	O	O
سخنگوی	O	O	O
فیس‌بوک	B-ORG	B-ORG	B-ORG
گفت	O	O	O
که	O	O	O
این	O	O	O
شرکت	O	O	O
در	O	O	O
مورد	O	O	O
طرح	O	O	O
جدید	O	O	O
گوگل	B-ORG	B-ORG	B-ORG
گمانه‌زنی	O	O	O
نخواهد	O	O	O
کرد	O	O	O
.	O	O	O

# test:66
معلمان	O	O	O
انگلیسی	O	O	O
تلفن	O	O	O
همراه	O	O	O
دانش‌آموزان	O	O	O
را	O	O	O
چک	O	O	O
می‌کنند	O	O	O
.	O	O	O

# test:491
هنگامی	O	O	O
که	O	O	O
ما	O	O	O
رحمتی	B-PER	O	O	*
را	O	O	O
از	O	O	O
خود	O	O	O
به	O	O	O
انسان	O	O	O
می‌چشانیم	O	O	O
بر	O	O	O
اثر	O	O	O
آن	O	O	O
خوشحال	O	O	O
می‌شود	O	O	O
و	O	O	O
همین	O	O	O
که	O	O	O
آثار	O	O	O
سوء	O	O	O
اعمالش	O	O	O
را	O	O	O
می‌گیرد	O	O	O
کفران	O	O	O
می‌کند	O	O	O
.	O	O	O

# test:95
ان‌شاءالله	O	O	O
وزیر	O	O	O
علوم	B-ORG	O	O	*
آینده‌مان	O	O	O
هم	O	O	O
تأسی	O	O	O
به	O	O	O
شما	O	O	O
خواهد	O	O	O
کرد	O	O	O
.	O	O	O

# test:211
در	O	O	O
حین	O	O	O
خواندن	O	O	O
کتاب	O	O	O
با	O	O	O
جایگاه	O	O	O
روان	O	O	O
درمانگر	O	O	O
همذات‌پنداری	O	O	O
می‌کردم	O	O	O
.	O	O	O

# test:820
باشگاه	B-ORG	B-ORG	B-ORG
پرسپولیس	I-ORG	I-ORG	I-ORG
برای	O	O	O
برگزاری	O	O	O
بازی	O	O	O
این	O	O	O
تیم	O	O	O
در	O	O	O
لیگ	O	O	O
قهرمانان	O	O	O
آسیا	B-LOC	O	O	*
مقابل	O	O	O
بنیادکار	O	B-ORG	B-ORG	*
ازبکستان	B-LOC	B-LOC	B-LOC
اقدام	O	O	O
به	O	O	O
برگزاری	O	O	O
یک	O	O	O
نظرسنجی	O	O	O
کرده	O	O	O
است	O	O	O
.	O	O	O

# test:1332
عوامل	O	O	O
سیاست	O	O	O
استعماری	O	O	O
روس	B-LOC	B-LOC	B-LOC
و	O	O	O
انگلیس	B-LOC	B-LOC	B-LOC
بر	O	O	O
این	O	O	O
عقیده	O	O	O
بودند	O	O	O
که	O	O	O
تا	O	O	O
قائم‌مقام	O	B-PER	B-PER	*
در	O	O	O
مسند	O	O	O
قدرت	O	O	O
است	O	O	O
،	O	O	O
نمی‌توان	O	O	O
در	O	O	O
امور	O	O	O
داخلی	O	O	O
ایران	B-LOC	B-LOC	B-LOC
مداخله	O	O	O
کرد	O	O	O
.	O	O	O

# test:1162
الهاشمی	B-PER	B-PER	B-PER
غیابی	I-PER	O	O	*
محاکمه	O	O	O
خواهد	O	O	O
شد	O	O	O
.	O	O	O

# test:336
باید	O	O	O
با	O	O	O
تمام	O	O	O
آنهایی	O	O	O
که	O	O	O
تساهل	O	O	O
می‌ورزند	O	O	O
تا	O	O	O
آنجا	O	O	O
که	O	O	O
احکام	O	O	O
مذاهبشان	O	O	O
تعارضی	O	O	O
با	O	O	O
انجام	O	O	O
وظیفهٔ	O	O	O
شهروندان	O	O	O
ندارد	O	O	O
تساهل	O	O	O
کرد	O	O	O
.	O	O	O

# test:748
دیپلمات	O	O	O
ایرانی	O	O	O
در	O	O	O
مونیخ	B-LOC	B-LOC	B-LOC
به	O	O	O
خبرنگار	O	O	O
یا	O	O	O
کسی	O	O	O
که	O	O	O
از	O	O	O
او	O	O	O
سئوالی	O	O	O
دارد	O	O	O
فحش	O	O	O
می‌دهد	O	O	O
.	O	O	O

# test:1443
در	O	O	O
مسجد	B-LOC	O	O	*
جامع	I-LOC	O	O	*
استقرار	O	O	O
پیدا	O	O	O
کرده	O	O	O
بود	O	O	O
و	O	O	O
به	O	O	O
راحتی	O	O	O
می‌توانم	O	O	O
بگویم	O	O	O
سنگ	O	O	O
صبور	O	O	O
بچه‌ها	O	O	O
شده	O	O	O
بود	O	O	O
.	O	O	O

# test:978
پس	O	O	O
از	O	O	O
گذشت	O	O	O
حدود	O	O	O
دو	O	O	O
قرن	O	O	O
از	O	O	O
ظهور	O	O	O
اسلام	O	O	O
،	O	O	O
این	O	O	O
دین	O	O	O
توانست	O	O	O
بخش	O	O	O
زیادی	O	O	O
از	O	O	O
جهان	O	B-LOC	B-LOC	*
آن	O	O	O
روز	O	O	O
را	O	O	O
با	O	O	O
تعالیم	O	O	O
خود	O	O	O
نورافشانی	O	O	O
بکند	O	O	O
.	O	O	O

# test:768
کودکان	O	O	O
نترس	B-ORG	O	O	*
کمتر	O	O	O
مهربانی	O	O	O
می‌کنند	O	O	O
.	O	O	O

# test:1255
آمدم	O	O	O
تا	O	O	O
باز	O	O	O
مشق	O	O	O
عشقم	O	O	O
را	O	O	O
ماه	O	O	O
من	O	O	O
قلم	O	O	O
بزند	O	O	O
.	O	O	O

# test:1378
بهنام	B-PER	B-PER	B-PER
شیخی	I-PER	I-PER	I-PER
و	O	O	O
محمود	B-PER	B-PER	B-PER
اجاقلو	I-PER	I-PER	I-PER
از	O	O	O
فعالان	O	O	O
مدنی	O	O	O
آذربایجانی	O	O	O
19	B-DAT	B-DAT	B-DAT
خرداد	I-DAT	I-DAT	I-DAT
1388	I-DAT	I-DAT	I-DAT
(	O	O	O
9	O	B-DAT	B-DAT	*
ژوئن	O	I-DAT	I-DAT	*
2009	O	I-DAT	I-DAT	*
)	O	O	O
در	O	O	O
اسلامشهر	B-LOC	B-LOC	B-LOC
تهران	I-LOC	I-LOC	I-LOC
دستگیر	O	O	O
و	O	O	O
به	O	O	O
بند	B-LOC	O	O	*
209	I-LOC	O	O	*
زندان	I-LOC	B-LOC	B-LOC	*
اوین	I-LOC	I-LOC	I-LOC
منتقل	O	O	O
گشته	O	O	O
بودند	O	O	O
.	O	O	O

# test:1300
در	O	O	O
همان	O	O	O
موقع	O	O	O
که	O	O	O
بازرگان	B-PER	O	O	*
رو	O	O	O
به	O	O	O
مرگ	O	O	O
بود	O	O	O
پادشاه	O	O	O
شهر	O	O	O
گفت	O	O	O
در	O	O	O
شهر	O	O	O
آواز	O	O	O
بدهید	O	O	O
.	O	O	O

# test:47
در	O	O	O
مشهد	B-LOC	B-LOC	B-LOC
140	O	O	O
اپراتور	O	O	O
با	O	O	O
توجه	O	O	O
به	O	O	O
میزان	O	O	O
تماس‌ها	O	O	O
در	O	O	O
ساعت‌های	O	O	O
مختلف	O	O	O
به	O	O	O
شهروندان	O	O	O
پاسخ‌گویی	O	O	O
می‌کنند	O	O	O
.	O	O	O

# test:1313
به	O	O	O
یاد	O	O	O
محمد	B-PER	B-PER	B-PER
11	B-DAT	B-DAT	B-DAT
فروردین	I-DAT	I-DAT	I-DAT
دستانمان	O	O	O
با	O	O	O
دستبند	O	O	O
سبز	O	O	O
آذین	O	O	O
خواهد	O	O	O
شد	O	O	O
.	O	O	O

# test:207
سریع‌ترین	O	O	O
دوربین	O	O	O
دنیا	B-LOC	O	O	*
حرکت	O	O	O
نور	O	O	O
را	O	O	O
ضبط	O	O	O
می‌کند	O	O	O
.	O	O	O

# test:140
روح	O	O	O
اسلام	O	O	O
را	O	O	O
تجلی	O	O	O
داد	O	O	O
.	O	O	O

# test:1338
دایرةالمعارف	B-ORG	B-ORG	B-ORG
آستان	B-LOC	I-ORG	I-ORG	*
قدس	I-LOC	I-ORG	I-ORG	*
رضوی	I-LOC	I-ORG	I-ORG	*
مرحلهٔ	O	O	O
مدخل‌یابی	O	O	O
را	O	O	O
با	O	O	O
برگزیدن	O	O	O
864	O	O	O
بخش	O	O	O
نهایی	O	O	O
از	O	O	O
4	O	O	O
هزار	O	O	O
پیشنهاد	O	O	O
اولیه	O	O	O
طی	O	O	O
نموده	O	O	O
و	O	O	O
اکنون	O	O	O
قسمت	O	O	O
اعظمی	O	O	O
از	O	O	O
آن‌ها	O	O	O
توسط	O	O	O
پژوهشگران	O	O	O
مقاله‌نویسی	O	O	O
شده	O	O	O
است	O	O	O
.	O	O	O

# test:791
مرشد	O	O	O
«	O	O	O
ولی‌الله	B-PER	B-PER	B-PER
ترابی	I-PER	I-PER	I-PER
»	O	O	O
در	O	O	O
همایش	O	O	O
دو	O	O	O
روزهٔ	O	O	O
فردوسی	B-PER	B-PER	B-PER
نقالی	O	O	O
خواهد	O	O	O
کرد	O	O	O
.	O	O	O

# test:261
دولت	B-ORG	B-ORG	B-ORG
روسیه	I-ORG	I-ORG	I-ORG
230	O	O	O
میلیون	O	O	O
دلار	O	O	O
برای	O	O	O
برگزاری	O	O	O
انتخابات	O	O	O
پارلمانی	O	O	O
تخصیص	O	O	O
داد	O	O	O
.	O	O	O

# test:1316
متن	O	O	O
نامبرده	O	O	O
را	O	O	O
نویسنده	O	O	O
و	O	O	O
سرویراستاری	O	O	O
مشهور	O	O	O
به	O	O	O
انتساب	O	O	O
به	O	O	O
فرقهٔ	O	O	O
ضالهٔ	O	O	O
بهائیت	O	O	O
بازپروری	O	O	O
کرده‌اند	O	O	O
.	O	O	O

# test:1240
آراسپ	B-PER	B-PER	B-PER
فکر	O	O	O
می‌کرد	O	O	O
توصیف	O	O	O
زیبایی	O	O	O
«	O	O	O
پانته‌آ	B-ORG	B-PER	B-PER	*
»	O	O	O
که	O	O	O
در	O	O	O
واقع	O	O	O
از	O	O	O
حقیقت	O	O	O
نیز	O	O	O
خالی	O	O	O
نبود	O	O	O
،	O	O	O
کوروش	O	B-PER	B-PER	*
را	O	O	O
افسون	O	O	O
خواهد	O	O	O
کرد	O	O	O
.	O	O	O

# test:684
مصوبهٔ	O	O	O
دیروز	B-DAT	B-DAT	B-DAT
به	O	O	O
آبروی	O	O	O
مجلس	O	O	O
لطمهٔ	O	O	O
جدی	O	O	O
زد	O	O	O
.	O	O	O

# test:933
غیر	O	O	O
از	O	O	O
اسلام	O	O	O
شاید	O	O	O
مذهبی	O	O	O
یافت	O	O	O
نشود	O	O	O
که	O	O	O
تا	O	O	O
این	O	O	O
قدر	O	O	O
حکومت	O	O	O
و	O	O	O
اقتدارش	O	O	O
دوام	O	O	O
کرده	O	O	O
باشد	O	O	O
.	O	O	O

# test:437
پنتاگون	B-PER	B-ORG	B-ORG	*
در	O	O	O
زمینهٔ	O	O	O
11	B-DAT	B-DAT	B-DAT
سپتامبر	I-DAT	I-DAT	I-DAT
فیلم‌سازی	O	O	O
کرده	O	O	O
است	O	O	O
.	O	O	O

# test:494
به	O	O	O
افرادی	O	O	O
که	O	O	O
فریب	O	O	O
این	O	O	O
شرکت‌ها	O	O	O
را	O	O	O
خورده	O	O	O
و	O	O	O
تمامی	O	O	O
دارایی	O	O	O
خود	O	O	O
را	O	O	O
در	O	O	O
این	O	O	O
شرکت‌ها	O	O	O
سرمایه‌گذاری	O	O	O
می‌کنند	O	O	O
،	O	O	O
هشدار	O	O	O
می‌دهم	O	O	O
که	O	O	O
این	O	O	O
شبکه	O	O	O
بعد	O	O	O
از	O	O	O
جذب	O	O	O
سپرده‌های	O	O	O
مردم	O	O	O
فعالیت	O	O	O
خود	O	O	O
را	O	O	O
تعطیل	O	O	O
و	O	O	O
اقدام	O	O	O
به	O	O	O
کلاهبرداری	O	O	O
خواهد	O	O	O
کرد	O	O	O
.	O	O	O

# test:1048
وقتی	O	O	O
سید	B-PER	B-PER	B-PER
حسن	I-PER	I-PER	I-PER
نصرالله	I-PER	I-PER	I-PER
درب	O	O	O
جعبه	O	O	O
را	O	O	O
در	O	O	O
مقابل	O	O	O
همهٔ	O	O	O
ما	O	O	O
گشود	O	O	O
،	O	O	O
دیدیم	O	O	O
ایشان	O	O	O
یکی	O	O	O
از	O	O	O
عمامه‌های	O	O	O
امام	O	O	O
(	O	O	O
ره	O	O	O
)	O	O	O
را	O	O	O
به	O	O	O
سید	B-PER	B-PER	B-PER
حسن	I-PER	I-PER	I-PER
هدیه	O	O	O
کرده	O	O	O
است	O	O	O
.	O	O	O

# test:231
کلاله	B-PER	B-PER	B-PER
که	O	O	O
از	O	O	O
رقص	O	O	O
نور	O	O	O
سرش	O	O	O
گیج	O	O	O
رفته	O	O	O
بود	O	O	O
پیشنهاد	O	O	O
داد	O	O	O
که	O	O	O
بنشینند	O	O	O
.	O	O	O

# test:489
در	O	O	O
سال	B-DAT	B-DAT	B-DAT
2005	I-DAT	I-DAT	I-DAT
هنگامی	O	O	O
که	O	O	O
دولت	B-ORG	B-ORG	B-ORG
خاتمی	B-PER	I-ORG	I-ORG	*
بر	O	O	O
سر	O	O	O
کار	O	O	O
بود	O	O	O
،	O	O	O
قرار	O	O	O
بود	O	O	O
بخشی	O	O	O
از	O	O	O
اهالی	O	O	O
مناطق	O	O	O
عرب‌نشین	O	O	O
خوزستان	B-LOC	B-LOC	B-LOC
را	O	O	O
به	O	O	O
زور	O	O	O
از	O	O	O
مناطق	O	O	O
زیست	O	O	O
خود	O	O	O
کوچ	O	O	O
بدهند	O	O	O
.	O	O	O

# test:941
اگر	O	O	O
سیاست	O	O	O
می‌کردم	O	O	O
،	O	O	O
پس	O	O	O
امروز	O	B-DAT	B-DAT	*
شما	O	O	O
جرأت	O	O	O
،	O	O	O
وقت	O	O	O
و	O	O	O
امکان	O	O	O
این	O	O	O
را	O	O	O
نمی‌داشتید	O	O	O
که	O	O	O
حتی	O	O	O
اسمم	O	O	O
را	O	O	O
در	O	O	O
"	O	O	O
اسکایپ	O	O	O
"	O	O	O
پیدا	O	O	O
نمایید	O	O	O
.	O	O	O

# test:554
بان‌کی‌مون	O	B-PER	B-PER	*
سرمنشی	O	O	O
سازمان	B-ORG	B-ORG	B-ORG
ملل	I-ORG	I-ORG	I-ORG
متحد	I-ORG	I-ORG	I-ORG
دیروز	O	B-DAT	B-DAT	*
انتخاباتی	O	O	O
را	O	O	O
که	O	O	O
به	O	O	O
طور	O	O	O
عموم	O	O	O
،	O	O	O
با	O	O	O
آرامی	O	O	O
و	O	O	O
نظم	O	O	O
در	O	O	O
مصر	B-LOC	B-LOC	B-LOC
برگزار	O	O	O
شد	O	O	O
،	O	O	O
ستایش	O	O	O
کرد	O	O	O
.	O	O	O

# test:1322
در	O	O	O
حمله	O	O	O
به	O	O	O
سفارت	B-LOC	B-ORG	B-ORG	*
بریتانیا	I-LOC	I-ORG	I-ORG	*
بازی	O	O	O
خوردیم	O	O	O
.	O	O	O

# test:1219
الهام	B-PER	B-PER	B-PER
علی‌اف	I-PER	I-PER	I-PER
،	O	O	O
رئیس	O	O	O
جمهوری	O	O	O
آذربایجان	B-LOC	B-LOC	B-LOC
برای	O	O	O
شرکت	O	O	O
در	O	O	O
اجلاس	O	O	O
شورای	B-ORG	B-ORG	B-ORG
امنیت	I-ORG	I-ORG	I-ORG
سازمان	I-ORG	I-ORG	I-ORG
ملل	I-ORG	I-ORG	I-ORG
متحد	I-ORG	I-ORG	I-ORG
در	O	O	O
ماه	B-DAT	B-DAT	B-DAT
می	O	I-DAT	I-DAT	*
به	O	O	O
آمریکا	B-LOC	B-LOC	B-LOC
سفر	O	O	O
خواهد	O	O	O
کرد	O	O	O
.	O	O	O

# test:859
میزان	O	O	O
سود	O	O	O
سهام	O	O	O
ثبت‌شده	O	O	O
در	O	O	O
دفاتر	O	O	O
را	O	O	O
با	O	O	O
اعلامیه‌ها	O	O	O
و	O	O	O
مدارک	O	O	O
ارسالی	O	O	O
شرکت	O	O	O
سرمایه‌پذیر	O	O	O
مطابقت	O	O	O
می‌دهیم	O	O	O
.	O	O	O

# test:1411
دو	O	O	O
پلیس	O	O	O
حجم	O	O	O
زیادی	O	O	O
از	O	O	O
گاز	O	O	O
فلفل	B-PER	O	O	*
را	O	O	O
به	O	O	O
سمت	O	O	O
صورت	O	O	O
وی	O	O	O
اسپری	O	O	O
کرده‌اند	O	O	O
.	O	O	O

# test:528
طور	O	O	O
ماوراء	O	O	O
عقل	O	O	O
چنان	O	O	O
که	O	O	O
عین‌القضات	B-PER	B-PER	B-PER
هم	O	O	O
تصریح	O	O	O
دارد	O	O	O
،	O	O	O
«	O	O	O
طور	O	O	O
نبوت	O	O	O
»	O	O	O
است	O	O	O
که	O	O	O
بدون	O	O	O
عبور	O	O	O
از	O	O	O
«	O	O	O
طور	O	O	O
ولایت	O	O	O
»	O	O	O
بدان	O	O	O
نمی‌توان	O	O	O
رسید	O	O	O
؛	O	O	O
با	O	O	O
این	O	O	O
همه	O	O	O
،	O	O	O
قبول	O	O	O
آن	O	O	O
بدان	O	O	O
گونه	O	O	O
که	O	O	O
صوفیه	B-PER	O	O	*
دعوی	O	O	O
کرده‌اند	O	O	O
،	O	O	O
از	O	O	O
اشکال	O	O	O
خالی	O	O	O
نیست	O	O	O
.	O	O	O

# test:1072
اگر	O	O	O
اصلاح‌طلبان	O	O	O
قدرت	O	O	O
را	O	O	O
در	O	O	O
دست	O	O	O
گیرند	O	O	O
،	O	O	O
محمد	B-PER	B-PER	B-PER
خاتمی	I-PER	I-PER	I-PER
و	O	O	O
شرکا	B-PER	O	O	*
ضمن	O	O	O
حراج	O	O	O
نفت	O	O	O
،	O	O	O
وراجی	O	O	O
خواهند	O	O	O
کرد	O	O	O
.	O	O	O

# test:404
شیخ	B-PER	O	O	*
شهید	I-PER	O	O	*
برای	O	O	O
سازماندهی	O	O	O
جنبش	O	O	O
انقلابی	O	O	O
خود	O	O	O
افراد	O	O	O
فعال	O	O	O
،	O	O	O
توانمند	O	O	O
،	O	O	O
و	O	O	O
از	O	O	O
نظر	O	O	O
جسمی	O	O	O
و	O	O	O
روحی	O	O	O
افراد	O	O	O
آمادهٔ	O	O	O
ایثار	O	O	O
و	O	O	O
فداکاری	O	O	O
را	O	O	O
گزینش	O	O	O
می‌کرد	O	O	O
.	O	O	O

# test:245
بانک	B-ORG	B-ORG	B-ORG
مرکزی	I-ORG	I-ORG	I-ORG
چند	O	O	O
تعاونی	O	O	O
را	O	O	O
در	O	O	O
قالب	O	O	O
مؤسسهٔ	O	O	O
مالی	O	O	O
تجمیع	O	O	O
کرده	O	O	O
است	O	O	O
.	O	O	O

# test:621
میان	O	O	O
حقایق	O	O	O
و	O	O	O
خیالات	O	O	O
تفاوت	O	O	O
بگذارید	O	O	O
.	O	O	O

# test:458
نیت‌کننده	O	O	O
معمولاً	O	O	O
در	O	O	O
هنگام	O	O	O
تفأل	O	O	O
از	O	O	O
دیوان	O	O	O
حافظ	O	B-PER	B-PER	*
،	O	O	O
او	O	O	O
را	O	O	O
به	O	O	O
عزیزترین	O	O	O
کسانش	O	O	O
یعنی	O	O	O
به	O	O	O
خداوند	O	O	O
و	O	O	O
معشوقه‌اش	O	O	O
(	O	O	O
شاخ	O	O	O
نبات	O	O	O
)	O	O	O
قسم	O	O	O
می‌دهد	O	O	O
.	O	O	O

# test:1082
انترناسیونال	O	B-ORG	B-ORG	*
پنجم	O	I-ORG	I-ORG	*
می‌تواند	O	O	O
در	O	O	O
سطح	O	O	O
جهانی	O	O	O
خیلی	O	O	O
یارگیری	O	O	O
بکند	O	O	O
.	O	O	O

# test:787
حضرت	O	O	O
فرمودند	O	O	O
:	O	O	O
«	O	O	O
قوموا	B-PER	O	O	*
عنی	O	O	O
»	O	O	O
از	O	O	O
نزد	O	O	O
من	O	O	O
برخیزید	O	O	O
و	O	O	O
دور	O	O	O
شوید	O	O	O
،	O	O	O
سزاوار	O	O	O
نیست	O	O	O
نزد	O	O	O
من	O	O	O
با	O	O	O
هم	O	O	O
نزاع	O	O	O
کنید	O	O	O
.	O	O	O

# test:1294
همیشه	O	O	O
در	O	O	O
کارهای	O	O	O
قبلیمان	O	O	O
از	O	O	O
قهرمانان	O	O	O
آشنا	O	O	O
برای	O	O	O
مخاطبان	O	O	O
،	O	O	O
آشنایی‌زدایی	O	O	O
کرده‌ایم	O	O	O
.	O	O	O

# test:693
عمر	B-PER	B-PER	B-PER
بن	I-PER	I-PER	I-PER
ماهان	I-PER	I-PER	I-PER
که	O	O	O
در	O	O	O
دورهٔ	O	O	O
حکومت	O	O	O
امین	O	B-PER	B-PER	*
عهده‌دار	O	O	O
سمت	O	O	O
برید	O	O	O
مکه	B-LOC	B-LOC	B-LOC
بود	O	O	O
چاه	O	O	O
زمزم	O	O	O
را	O	O	O
زه‌کشی	O	O	O
کرد	O	O	O
.	O	O	O

# test:1132
قطعنامهٔ	O	O	O
ملایمی	O	O	O
علیه	O	O	O
ایران	B-LOC	B-LOC	B-LOC
به	O	O	O
تصویب	O	O	O
خواهد	O	O	O
رسید	O	O	O
.	O	O	O

# test:993
با	O	O	O
تو	O	O	O
یکی	O	O	O
مزاح	O	O	O
کردم	O	O	O
.	O	O	O

# test:10
جریان	O	O	O
موسوم	O	O	O
به	O	O	O
انحرافی	O	O	O
از	O	O	O
مدت‌ها	O	O	O
قبل	O	O	O
برای	O	O	O
راه	O	O	O
یافتن	O	O	O
به	O	O	O
مجلس	O	O	O
و	O	O	O
کسب	O	O	O
بیشتر	O	O	O
کرسی‌های	O	O	O
خانهٔ	O	O	O
ملت	O	O	O
تلاش	O	O	O
زیادی	O	O	O
را	O	O	O
آغاز	O	O	O
کرده	O	O	O
و	O	O	O
هم‌اکنون	O	O	O
نیز	O	O	O
با	O	O	O
تشکیل	O	O	O
ستادهایی	O	O	O
در	O	O	O
تهران	B-LOC	B-LOC	B-LOC
و	O	O	O
شهرستان	O	O	O
اهداف	O	O	O
انتخاباتی	O	O	O
خود	O	O	O
را	O	O	O
پی	O	O	O
می‌گیرد	O	O	O
.	O	O	O

# test:602
عکسی	O	O	O
که	O	O	O
حسین	B-PER	B-PER	B-PER
پرتوی	I-PER	I-PER	I-PER
،	O	O	O
عکاس	O	O	O
انقلاب	O	O	O
و	O	O	O
جنگ	O	O	O
از	O	O	O
بیعت	O	O	O
امام	B-PER	O	O	*
(	I-PER	O	O	*
ره	O	O	O
)	O	O	O
با	O	O	O
همافران	O	O	O
گرفت	O	O	O
بلوغ	O	O	O
زودرس	O	O	O
انقلاب	O	O	O
را	O	O	O
حاصل	O	O	O
داشت	O	O	O
.	O	O	O

# test:457
آقای	O	O	O
دکتر	O	O	O
لطف	B-PER	O	O	*
می‌کنید	O	O	O
گوشیتان	O	O	O
را	O	O	O
به	O	O	O
من	O	O	O
قرض	O	O	O
بدهید	O	O	O
؟	O	O	O

# test:1115
در	O	B-DAT	B-DAT	*
سال	B-DAT	I-DAT	I-DAT	*
گذشته	I-DAT	I-DAT	I-DAT
با	O	O	O
190	O	O	O
کشور	O	O	O
مبادله	O	O	O
داشته‌ایم	O	O	O
.	O	O	O

# test:1149
آنقدر	O	O	O
هنگامه	O	B-PER	B-PER	*
زیر	O	O	O
گوشم	O	O	O
وزوز	O	O	O
کرده	O	O	O
بود	O	O	O
که	O	O	O
حسابی	O	O	O
عصبی	O	O	O
بودم	O	O	O
.	O	O	O

# test:405
با	O	O	O
این	O	O	O
نوع	O	O	O
رفتارها	O	O	O
بدبینی	O	O	O
را	O	O	O
گسترش	O	O	O
خواهید	O	O	O
داد	O	O	O
.	O	O	O

# test:906
سرما	O	O	O
خورده	O	O	O
بودم	O	O	O
و	O	O	O
دیشب	O	B-DAT	B-DAT	*
لرز	O	O	O
کرده	O	O	O
بودم	O	O	O
.	O	O	O

